Question,Label
Execute a traceroute and then collect the temperature metrics from server1.,"Monitoring, Script Runner"
Deploy a containerlab deploy on router2 and report the resulting throughput.,"Monitoring, Script Runner"
Perform a ping test in ospf-lab and observe the jitter for router1.,"Monitoring, Script Runner"
Perform a Bash script to create a VLAN in evpn-lab and observe the interface error rates for core1.,"Monitoring, Script Runner"
"Stop an update script between host1 and client1, then monitor the disk utilization on host1.","Monitoring, Script Runner"
Perform a ping test in ospf-lab and observe the jitter for router1.,"Monitoring, Script Runner"
Perform a Bash script to create a VLAN in evpn-lab and observe the CPU usage for edge1.,"Monitoring, Script Runner"
Start a script to configure BGP on tor1 and monitor its network latency.,"Monitoring, Script Runner"
Destroy a traceroute on firewall1 and report the resulting packet loss.,"Monitoring, Script Runner"
Start an update script on host2 and monitor its throughput.,"Monitoring, Script Runner"
Run a a script to configure BGP to stress host2 and client1 and record their memory consumption values.,"Monitoring, Script Runner"
Execute a ping test and then collect the GPU utilization metrics from tor1.,"Monitoring, Script Runner"
Start an update script on switch2 and monitor its interface error rates.,"Monitoring, Script Runner"
Execute a script to configure BGP on router1 and report the resulting jitter.,"Monitoring, Script Runner"
Start a containerlab deploy on host2 and monitor its disk utilization.,"Monitoring, Script Runner"
"Destroy a traceroute between firewall1 and tor2, then monitor the GPU utilization on firewall1.","Monitoring, Script Runner"
Restart a Docker build on vm2 and report the resulting jitter.,"Monitoring, Script Runner"
Start an iperf test on host2 and monitor its network latency.,"Monitoring, Script Runner"
Stop a containerlab destroy on tor2 and report the resulting throughput.,"Monitoring, Script Runner"
Execute a containerlab destroy and then collect the CPU usage metrics from host1.,"Monitoring, Script Runner"
Run a script to configure BGP on tor1 and report the resulting network latency.,"Monitoring, Script Runner"
Perform a containerlab destroy in network-demo and observe the bandwidth for spine1.,"Monitoring, Script Runner"
Run a a containerlab deploy to stress spine1 and leaf1 and record their disk utilization values.,"Monitoring, Script Runner"
Execute a Docker build and then collect the temperature metrics from tor1.,"Monitoring, Script Runner"
Perform an iperf test in topo1 and observe the memory consumption for vm1.,"Monitoring, Script Runner"
Start a Docker build on router1 and monitor its jitter.,"Monitoring, Script Runner"
"Remove a script to add a link between client2 and vm1, then monitor the memory consumption on client2.","Monitoring, Script Runner"
Run a a containerlab deploy to stress core1 and switch1 and record their throughput values.,"Monitoring, Script Runner"
Run a an update script to stress host1 and vm2 and record their network latency values.,"Monitoring, Script Runner"
Run a a Bash script to create a VLAN to stress tor1 and server2 and record their network latency values.,"Monitoring, Script Runner"
Deploy a Bash script to create a VLAN on core1 and report the resulting CPU usage.,"Monitoring, Script Runner"
Run a a Docker build to stress spine1 and vm2 and record their temperature values.,"Monitoring, Script Runner"
Remove a containerlab destroy on vm1 and report the resulting throughput.,"Monitoring, Script Runner"
"Deploy a containerlab destroy between leaf1 and router2, then monitor the jitter on leaf1.","Monitoring, Script Runner"
Run a a Bash script to create a VLAN to stress client1 and server2 and record their interface error rates values.,"Monitoring, Script Runner"
"Run an update script between host1 and server1, then monitor the GPU utilization on host1.","Monitoring, Script Runner"
Start a traceroute on edge1 and monitor its connection status.,"Monitoring, Script Runner"
"Run a script to add a link between edge1 and router2, then monitor the temperature on edge1.","Monitoring, Script Runner"
Deploy an iperf test on router3 and report the resulting network latency.,"Monitoring, Script Runner"
Execute a traceroute and then collect the bandwidth metrics from client1.,"Monitoring, Script Runner"
Run a a script to add a link to stress vm2 and host1 and record their packet loss values.,"Monitoring, Script Runner"
Perform a Bash script to create a VLAN in star-topo and observe the packet loss for firewall1.,"Monitoring, Script Runner"
Perform a Docker build in spineleaf and observe the network latency for host1.,"Monitoring, Script Runner"
Start an update script on server2 and monitor its memory consumption.,"Monitoring, Script Runner"
Run a a ping test to stress spine1 and core1 and record their memory consumption values.,"Monitoring, Script Runner"
Run a a script to configure BGP to stress firewall1 and router3 and record their throughput values.,"Monitoring, Script Runner"
Start a Docker build on tor1 and monitor its CPU usage.,"Monitoring, Script Runner"
Execute a script to configure BGP and then collect the bandwidth metrics from switch1.,"Monitoring, Script Runner"
Run a an update script to stress server2 and vm1 and record their GPU utilization values.,"Monitoring, Script Runner"
Start a containerlab destroy on edge1 and monitor its throughput.,"Monitoring, Script Runner"
"Restart a traceroute between host2 and router3, then monitor the bandwidth on host2.","Monitoring, Script Runner"
Start an iperf test on server1 and report the resulting packet loss.,"Monitoring, Script Runner"
Run a a Docker build to stress firewall1 and tor2 and record their memory consumption values.,"Monitoring, Script Runner"
Perform a traceroute in ospf-lab and observe the CPU usage for server1.,"Monitoring, Script Runner"
Execute a containerlab destroy and then collect the packet loss metrics from switch2.,"Monitoring, Script Runner"
"Stop a containerlab deploy between tor1 and host2, then monitor the connection status on tor1.","Monitoring, Script Runner"
Run a a containerlab deploy to stress vm2 and server2 and record their disk utilization values.,"Monitoring, Script Runner"
Run a an update script to stress router2 and vm1 and record their disk utilization values.,"Monitoring, Script Runner"
Execute a containerlab deploy and then collect the network latency metrics from client1.,"Monitoring, Script Runner"
Execute a Docker build and then collect the GPU utilization metrics from leaf1.,"Monitoring, Script Runner"
Run a a traceroute to stress switch2 and firewall1 and record their interface error rates values.,"Monitoring, Script Runner"
Run a a traceroute to stress server1 and router3 and record their connection status values.,"Monitoring, Script Runner"
"Start a script to configure BGP between client1 and edge1, then monitor the GPU utilization on client1.","Monitoring, Script Runner"
Launch an update script on vm1 and report the resulting connection status.,"Monitoring, Script Runner"
Perform a Bash script to create a VLAN in bgp-lab and observe the throughput for client1.,"Monitoring, Script Runner"
"Stop a Bash script to create a VLAN between edge1 and client2, then monitor the interface error rates on edge1.","Monitoring, Script Runner"
Execute a traceroute and then collect the bandwidth metrics from switch2.,"Monitoring, Script Runner"
Perform a containerlab deploy in network-demo and observe the connection status for vm1.,"Monitoring, Script Runner"
Execute an update script and then collect the throughput metrics from switch2.,"Monitoring, Script Runner"
Run a a containerlab deploy to stress firewall1 and leaf1 and record their network latency values.,"Monitoring, Script Runner"
"Restart a containerlab destroy between client1 and host1, then monitor the bandwidth on client1.","Monitoring, Script Runner"
Start a traceroute on router3 and monitor its CPU usage.,"Monitoring, Script Runner"
"Deploy a Bash script to create a VLAN between vm1 and server2, then monitor the temperature on vm1.","Monitoring, Script Runner"
Perform a ping test in cluster1 and observe the bandwidth for client2.,"Monitoring, Script Runner"
Execute a traceroute and then collect the memory consumption metrics from server2.,"Monitoring, Script Runner"
Execute a ping test and then collect the connection status metrics from switch2.,"Monitoring, Script Runner"
